71,Gavilanes,5760,05082,Ávila,PP
72,Gemuño,1470,05083,Ávila,PP
73,Gil García,420,05085,Ávila,PP
74,Gilbuena,600,05084,Ávila,PSOE
75,Gimialcón,740,05086,Ávila,PP
76,Gotarrendura,1690,05087,Ávila,PP
77,Grandes y San Martín,260,05088,Ávila,C's
78,Guisando,5220,05089,Ávila,PP
79,Gutierre-Muñoz,710,05090,Ávila,PP
80,Hernansancho,1560,05092,Ávila,PP
81,Herradón de Pinares,4360,05093,Ávila,PSOE
82,Herreros de Suso,1310,05094,Ávila,PP
83,Higuera de las Dueñas,2660,05095,Ávila,PP
84,La Hija de Dios,800,05096,Ávila,PSOE
85,La Horcajada,4950,05097,Ávila,PP
86,Horcajo de las Torres,4810,05099,Ávila,PP
87,El Hornillo,2810,05100,Ávila,PSOE
88,El Hoyo de Pinares,2163,05102,Ávila,PP
89,Hoyocasero,2780,05101,Ávila,PP
90,Hoyorredondo,600,05103,Ávila,PP
91,Hoyos de Miguel Muñoz,260,05106,Ávila,PP
92,Hoyos del Collado,310,05104,Ávila,PP
93,Hoyos del Espino,3710,05105,Ávila,PSOE
94,Hurtumpascual,450,05107,Ávila,PP
95,Junciana,400,05108,Ávila,PP
96,Langa,4670,05109,Ávila,PP
97,Lanzahíta,8150,05110,Ávila,C's
98,Los Llanos de Tormes,580,05113,Ávila,PP
99,El Losar del Barco,1090,05112,Ávila,PP
100,Madrigal de las Altas Torres,138,05114,Ávila,PSOE
101,Maello,6360,05115,Ávila,PP
102,Malpartida de Corneja,900,05116,Ávila,PP
103,Mamblas,2020,05117,Ávila,PP
104,Mancera de Arriba,720,05118,Ávila,PP
105,Manjabálago y Ortigosa de Rioalmar,210,05119,Ávila,XAV
106,Marlín,320,05120,Ávila,PP
107,Martiherrero,3360,05121,Ávila,PP
108,Martínez,1110,05122,Ávila,PP
109,Mediana de Voltoya,1190,05123,Ávila,PP
110,Medinilla,1040,05124,Ávila,PP
111,Mengamuñoz,590,05125,Ávila,PP
112,Mesegar de Corneja,570,05126,Ávila,PP
113,Mijares,7430,05127,Ávila,PSOE
114,Mingorría,3770,05128,Ávila,PP
115,El Mirón,1140,05129,Ávila,PP
116,Mironcillo,1050,05130,Ávila,AEMI
117,Mirueña de los Infanzones,840,05131,Ávila,PP
118,Mombeltrán,9340,05132,Ávila,XAV
119,Monsalupe,600,05133,Ávila,PP
120,Moraleja de Matacabras,520,05134,Ávila,PP
121,Muñana,3420,05135,Ávila,PP
122,Muñico,800,05136,Ávila,PP
123,Muñogalindo,3250,05138,Ávila,PP
124,Muñogrande,710,05139,Ávila,PP
125,Muñomer del Peco,1080,05140,Ávila,PP
126,Muñopepe,990,05141,Ávila,PP
127,Muñosancho,910,05142,Ávila,PP
128,Muñotello,660,05143,Ávila,PP
129,Narrillos del Álamo,710,05144,Ávila,PP
130,Narrillos del Rebollar,380,05145,Ávila,PP
131,Narros de Saldueña,1060,05149,Ávila,PP
132,Narros del Castillo,1590,05147,Ávila,PP
133,Narros del Puerto,290,05148,Ávila,PSOE
134,Nava de Arévalo,7140,05152,Ávila,PP
135,Nava del Barco,790,05153,Ávila,PP
136,Navacepedilla de Corneja,910,05151,Ávila,PP
137,Navadijos,320,05154,Ávila,PP
138,Navaescurial,460,05155,Ávila,IU-EQUO
139,Navahondilla,3580,05156,Ávila,PP
140,Navalacruz,2210,05157,Ávila,PSOE
141,Navalmoral,3400,05158,Ávila,PSOE
142,Navalonguilla,2090,05159,Ávila,PP
143,Navalosa,3220,05160,Ávila,PP
144,Navalperal de Pinares,7650,05161,Ávila,PP
145,Navalperal de Tormes,870,05162,Ávila,CIN
146,Navaluenga,2135,05163,Ávila,PP
147,Navaquesera,220,05164,Ávila,PP
148,Navarredonda de Gredos,4240,05165,Ávila,PP
149,Navarredondilla,1750,05166,Ávila,PP
150,Navarrevisca,2720,05167,Ávila,PSOE
151,Las Navas del Marqués,5231,05168,Ávila,C's
152,Navatalgordo,2430,05169,Ávila,PP
153,Navatejares,550,05170,Ávila,PSOE
154,Neila de San Miguel,650,05171,Ávila,PP
155,Niharra,1880,05172,Ávila,XAV
156,Ojos-Albos,820,05173,Ávila,C's
157,Orbita,730,05174,Ávila,PP
158,El Oso,1490,05175,Ávila,PP
159,Padiernos,2800,05176,Ávila,Candidatura Independiente de Padiernos
160,Pajares de Adaja,1370,05177,Ávila,PSOE
161,Palacios de Goda,3870,05178,Ávila,PP
162,Papatrigo,2280,05179,Ávila,PP
163,El Parral,610,05180,Ávila,PP
164,Pascualcobo,410,05181,Ávila,PP
165,Pedro Bernardo,8070,05182,Ávila,XAV
166,Pedro-Rodríguez,1350,05183,Ávila,PP
167,Peguerinos,2730,05184,Ávila,PP
168,Peñalba de Ávila,1160,05185,Ávila,PP
169,Piedrahíta,1754,05186,Ávila,PP
170,Piedralaves,2136,05187,Ávila,PP
171,Poveda,380,05188,Ávila,PP
172,Poyales del Hoyo,4280,05189,Ávila,PSOE
173,Pozanco,490,05190,Ávila,PP
174,Pradosegar,1040,05191,Ávila,PSOE
175,Puerto Castilla,1140,05192,Ávila,PP
176,Rasueros,1680,05193,Ávila,PP
177,Riocabado,1310,05194,Ávila,PP
178,Riofrío,1960,05195,Ávila,PP
179,Rivilla de Barajas,670,05196,Ávila,PSOE
180,Salobral,1180,05197,Ávila,XAV
181,Salvadiós,670,05198,Ávila,PSOE
182,San Bartolomé de Béjar,440,05199,Ávila,PP
183,San Bartolomé de Corneja,400,05200,Ávila,PP
184,San Bartolomé de Pinares,5210,05201,Ávila,ÁvilaLP
185,San Esteban de los Patos,230,05206,Ávila,PP
186,San Esteban de Zapardiel,450,05208,Ávila,PSOE
187,San Esteban del Valle,7360,05207,Ávila,PSOE
188,San García de Ingelmos,710,05209,Ávila,PSOE
189,San Juan de Gredos,2550,05901,Ávila,PP
190,San Juan de la Encinilla,740,05210,Ávila,XAV
191,San Juan de la Nava,4660,05211,Ávila,PP
192,San Juan del Molinillo,2060,05212,Ávila,PSOE
193,San Juan del Olmo,850,05213,Ávila,PP
194,San Lorenzo de Tormes,330,05214,Ávila,PP
195,San Martín de la Vega del Alberche,1630,05215,Ávila,PP
196,San Martín del Pimpollar,1880,05216,Ávila,PP
197,San Miguel de Corneja,530,05217,Ávila,PP
198,San Miguel de Serrezuela,1120,05218,Ávila,PP
199,San Pascual,430,05219,Ávila,PSOE
200,San Pedro del Arroyo,4450,05220,Ávila,PP
201,San Vicente de Arévalo,1720,05231,Ávila,PP
202,Sanchidrián,7270,05204,Ávila,PP
203,Sanchorreja,850,05205,Ávila,XAV
204,Santa Cruz de Pinares,1620,05222,Ávila,PP
205,Santa Cruz del Valle,3240,05221,Ávila,UCIN
206,Santa María de los Caballeros,660,05226,Ávila,PP
207,Santa María del Arroyo,1050,05224,Ávila,PP
208,Santa María del Berrocal,3730,05225,Ávila,PP
209,Santa María del Cubillo,3140,05902,Ávila,PP
210,Santa María del Tiétar,4840,05227,Ávila,PP
211,Santiago del Collado,1680,05228,Ávila,PP
212,Santiago del Tormes,1100,05904,Ávila,PSOE
213,Santo Domingo de las Posadas,720,05229,Ávila,PP
214,Santo Tomé de Zabarcos,690,05230,Ávila,PP
215,La Serrada,1340,05232,Ávila,XAV
216,Serranillos,2450,05233,Ávila,PP
217,Sigeres,410,05234,Ávila,PP
218,Sinlabajos,1410,05235,Ávila,PP
219,Solana de Ávila,1120,05236,Ávila,PP
220,Solana de Rioalmar,1450,05237,Ávila,PP
221,Solosancho,8150,05238,Ávila,PP
222,Sotalbo,2300,05239,Ávila,PSOE
223,Sotillo de la Adrada,4721,05240,Ávila,PP
224,El Tiemblo,4414,05241,Ávila,PP
225,Tiñosillos,7660,05242,Ávila,PP
226,Tolbaños,760,05243,Ávila,PSOE
227,Tormellas,370,05244,Ávila,PP
228,Tornadizos de Ávila,4290,05245,Ávila,PP
229,La Torre,2190,05247,Ávila,PP
230,Tórtoles,470,05246,Ávila,PP
231,Umbrías,1030,05249,Ávila,PSOE
232,Vadillo de la Sierra,580,05251,Ávila,PP
233,Valdecasa,600,05252,Ávila,PP
234,Vega de Santa María,710,05253,Ávila,PP
235,Velayos,2120,05254,Ávila,PP
236,Villaflor,1030,05256,Ávila,PP
237,Villafranca de la Sierra,1410,05257,Ávila,C's
238,Villanueva de Ávila,2170,05905,Ávila,PP
239,Villanueva de Gómez,1160,05258,Ávila,PSOE
240,Villanueva del Aceral,1050,05259,Ávila,PP
241,Villanueva del Campillo,1070,05260,Ávila,PP
242,Villar de Corneja,370,05261,Ávila,PP
243,Villarejo del Valle,3320,05262,Ávila,PP
244,Villatoro,1590,05263,Ávila,PP
245,Viñegra de Moraña,500,05264,Ávila,PP
246,Vita,800,05265,Ávila,Vox
247,Zapardiel de la Cañada,850,05266,Ávila,PP
248,Zapardiel de la Ribera,1000,05267,Ávila,PP
